Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript,Speakers,Dominant_Speaker,Predicted_Label
3380.92,3402.76,21.84,speech,,,[SPEAKER_04] People talking without speaking People hearing without listening People writing songs that voices never share No one did disturb the sound,SPEAKER_40:17.10s(1.000),SPEAKER_40,MUSIC
3402.76,3406.891,4.131,silence,,,,,,SILENCE
3406.891,3434.771,27.88,speech,,,[SPEAKER_04] I do not know Silence like a cancer grows Hear my words that I might teach you Take my arms that I might reach you But my words Like silent raindrops fell Echoing,SPEAKER_40:19.48s(1.000),SPEAKER_40,MUSIC
3434.771,3440.827,6.056,silence,,,,,,SILENCE
3440.827,3470.327,29.5,speech,,,[SPEAKER_18] And the people bowed and prayed,SPEAKER_08:20.81s(0.859);SPEAKER_40:2.36s(0.098);SPEAKER_23:1.05s(0.043),SPEAKER_08,MUSIC
3470.327,3470.797,0.47,silence,,,,,,SILENCE
3470.797,3473.099,2.302,speech,,,[SPEAKER_17] 일하다 건강이 나빠졌나요?,SPEAKER_22:2.30s(1.000),SPEAKER_22,AD
3473.099,3473.119,0.02,silence,,,,,,SILENCE
3473.119,3475.583,2.464,speech,,,[SPEAKER_17] 당신도 직업병일 수 있습니다.,SPEAKER_22:2.46s(1.000),SPEAKER_22,AD
3475.583,3475.603,0.02,silence,,,,,,SILENCE
3475.603,3484.335,8.732,speech,,,[SPEAKER_17] 나도 모르는 사이 시작된 직업병을 찾기 위해서 나와 일터를 건강하게 만드는 직업병안심센터를 찾아주세요.,SPEAKER_22:8.46s(1.000),SPEAKER_22,AD
3484.335,3485.096,0.761,silence,,,,,,SILENCE
3485.096,3490.222,5.126,speech,,,[SPEAKER_17] 문의 1588-6798 고용노동부 직업병안심센터,SPEAKER_22:5.02s(1.000),SPEAKER_22,AD
3490.222,3490.708,0.486,silence,,,,,,SILENCE
3490.708,3514.253,23.545,speech,,,[SPEAKER_15] 한국 뮤지컬 어워즈 작품상 수상자 뮤지컬 리지 미국 전역을 충격에 빠뜨린 살인사건이 강렬한 로그막으로 다시 태어났다 사건을 둘러싼 비밀과 진실이 파격적이고 짜릿한 퍼포먼스로 펼쳐진다 대체불가 카타르시스 뮤지컬 리지 12월 1일까지 두산 아트센터에서 두통 참을까?,SPEAKER_11:20.93s(0.956);SPEAKER_43:0.95s(0.044),SPEAKER_11,AD
3514.253,3514.273,0.02,silence,,,,,,SILENCE
3514.273,3514.994,0.721,speech,,,[SPEAKER_07] 치통 견딜까?,SPEAKER_43:0.69s(1.000),SPEAKER_43,AD
3514.994,3515.313,0.319,silence,,,,,,SILENCE
3515.313,3517.257,1.944,speech,,,[SPEAKER_18] 생리통 버틸까?,SPEAKER_11:1.03s(0.549);SPEAKER_17:0.85s(0.451),SPEAKER_11,AD
3517.257,3518.099,0.842,silence,,,,,,SILENCE
3518.099,3529.929,11.83,speech,,,[SPEAKER_07] 통증 다 잃지 말고 개보린 한 알로 빠르고 말끔하게 한 알로 싹 두통 치통 생리통엔 한 알로 싹 맞다 개보린 삼진제약,SPEAKER_43:7.43s(0.748);SPEAKER_17:2.51s(0.252),SPEAKER_43,AD
3529.929,3532.17,2.241,silence,,,,,,SILENCE
3532.17,3536.476,4.306,speech,,,[SPEAKER_14] 이 소리는 더 경기패스 가입자들의 환급금 쌓이는 소리입니다.,SPEAKER_48:4.20s(1.000),SPEAKER_48,AD
3536.476,3536.496,0.02,silence,,,,,,SILENCE
3536.496,3538.92,2.424,speech,,,[SPEAKER_14] 그래서 이번 달에도!,SPEAKER_48:1.70s(0.703);SPEAKER_06:0.72s(0.297),SPEAKER_48,AD
3538.92,3538.94,0.02,silence,,,,,,SILENCE
3538.94,3539.059,0.119,speech,,,[SPEAKER_08] 우와!,SPEAKER_06:0.12s(1.000),SPEAKER_06,AD
3539.059,3539.079,0.02,silence,,,,,,SILENCE
3539.079,3540.981,1.902,speech,,,[SPEAKER_08] 2만 9천 원이나 꽂혔어!,SPEAKER_06:1.70s(0.894);SPEAKER_48:0.20s(0.106),SPEAKER_06,AD
3540.981,3541.141,0.16,silence,,,,,,SILENCE
3541.141,3543.505,2.364,speech,,,[SPEAKER_14] 우리 네 식구 환급금 맞추면 8만 원이 넘는데?,SPEAKER_48:2.36s(1.000),SPEAKER_48,AD
3543.505,3544.626,1.121,silence,,,,,,SILENCE
3544.626,3545.307,0.681,speech,,,[SPEAKER_08] 이거네!,SPEAKER_06:0.68s(1.000),SPEAKER_06,AD
3545.307,3545.327,0.02,silence,,,,,,SILENCE
3545.327,3550.795,5.468,speech,,,[SPEAKER_08] 벌써 100만 명이나 쓰는 이유!,SPEAKER_06:4.49s(0.745);SPEAKER_25:0.86s(0.143);SPEAKER_29:0.47s(0.078);SPEAKER_30:0.20s(0.033),SPEAKER_06,AD
3550.795,3550.815,0.02,silence,,,,,,SILENCE
3550.815,3551.976,1.161,speech,,,[SPEAKER_18] 환급이 무제한 더 경기패스!,SPEAKER_25:1.16s(1.000),SPEAKER_25,AD
3551.976,3551.996,0.02,silence,,,,,,SILENCE
3551.996,3555.9,3.904,speech,,,[SPEAKER_17] 고속도로 달리다 사고가 났다.,SPEAKER_25:3.90s(1.000),SPEAKER_25,AD
3555.9,3556.661,0.761,silence,,,,,,SILENCE
3556.661,3556.762,0.101,speech,,,[SPEAKER_17] 어떡하지?,SPEAKER_25:0.10s(1.000),SPEAKER_25,AD
3556.762,3556.782,0.02,silence,,,,,,SILENCE
3556.782,3557.182,0.4,speech,,,[SPEAKER_17] 쿵쾅대는 내 심장 너무나 아프다.,SPEAKER_25:0.40s(1.000),SPEAKER_25,AD
3557.182,3566.646,9.464,silence,,,,,,SILENCE
3566.646,3586.168,19.522,speech,,,[SPEAKER_06] 고속도로 사고 시엔 도로 밖으로 무조건 대피 꼭 기억하세요.,SPEAKER_24:12.44s(0.660);SPEAKER_18:6.40s(0.340),SPEAKER_24,AD
3586.168,3586.188,0.02,silence,,,,,,SILENCE
3586.188,3588.992,2.804,speech,,,[SPEAKER_17] 이 캠페인은 한국도로공사와 함께합니다.,SPEAKER_18:2.41s(1.000),SPEAKER_18,AD
3588.992,3591.605,2.613,silence,,,,,,SILENCE
3591.605,3609.242,17.637,speech,,,[SPEAKER_18] 꿈을 향해 숨 무엇이든 이룰 수 있어 평생 무료 쏴 언제든지 할 수 있어 숨싸가 함께할게 숨쉴 사이버대학교 제2의 인생을 향해 숨쏴 콘텐츠가 강한 대학 숨쉴 사이버대학교,SPEAKER_25:9.73s(0.567);SPEAKER_07:3.81s(0.222);SPEAKER_24:2.42s(0.141);SPEAKER_18:1.22s(0.071),SPEAKER_25,AD
3609.242,3610.606,1.364,silence,,,,,,SILENCE
3610.606,3611.347,0.741,speech,,,[SPEAKER_07] 안녕하세요.,SPEAKER_07:0.74s(1.000),SPEAKER_07,AD
3611.347,3611.367,0.02,silence,,,,,,SILENCE
3611.367,3611.648,0.281,speech,,,[SPEAKER_07] 유재석입니다.,SPEAKER_07:0.28s(1.000),SPEAKER_07,AD
3611.648,3611.748,0.1,silence,,,,,,SILENCE
3611.748,3612.369,0.621,speech,,,[SPEAKER_07] 유현석입니다.,SPEAKER_07:0.62s(1.000),SPEAKER_07,AD
3612.369,3612.951,0.582,silence,,,,,,SILENCE
3612.951,3618.021,5.07,speech,,,[SPEAKER_07] 여러분의 틈새 시간에 행복을 선물하는 틈만나면이 더욱 큰 웃음으로 돌아왔습니다.,SPEAKER_07:4.77s(1.000),SPEAKER_07,AD
3618.021,3618.041,0.02,silence,,,,,,SILENCE
3618.041,3623.01,4.969,speech,,,[SPEAKER_07] 매일 쉼 없이 돌아가는 일상의 틈에 두 손 가득 행운을 안겨드릴게요.,SPEAKER_07:4.48s(1.000),SPEAKER_07,AD
3623.01,3623.03,0.02,silence,,,,,,SILENCE
3623.03,3627.4,4.37,speech,,,[SPEAKER_07] SBS 틈만나면은 매주 화요일 밤 10시 20분에 방송됩니다.,SPEAKER_07:4.18s(1.000),SPEAKER_07,AD
